Date,PDFS
2010-01-04,3.859999895095825
2010-01-05,3.9200000762939453
2010-01-06,3.9000000953674316
2010-01-07,3.9000000953674316
2010-01-08,3.9700000286102295
2010-01-11,4.019999980926514
2010-01-12,4.079999923706055
2010-01-13,4.0
2010-01-14,4.039999961853027
2010-01-15,4.0
2010-01-19,4.0
2010-01-20,4.010000228881836
2010-01-21,3.9800000190734863
2010-01-22,3.9700000286102295
2010-01-25,3.940000057220459
2010-01-26,3.9200000762939453
2010-01-27,3.9700000286102295
2010-01-28,4.0
2010-01-29,3.9600000381469727
2010-02-01,3.9100000858306885
2010-02-02,3.9800000190734863
2010-02-03,4.050000190734863
2010-02-04,3.9000000953674316
2010-02-05,3.859999895095825
2010-02-08,3.8499999046325684
2010-02-09,3.869999885559082
2010-02-10,3.869999885559082
2010-02-11,4.0
2010-02-12,4.099999904632568
2010-02-16,4.0
2010-02-17,4.059999942779541
2010-02-18,4.090000152587891
2010-02-19,4.199999809265137
2010-02-22,4.059999942779541
2010-02-23,3.9600000381469727
2010-02-24,4.119999885559082
2010-02-25,4.119999885559082
2010-02-26,3.950000047683716
2010-03-01,4.159999847412109
2010-03-02,4.090000152587891
2010-03-03,4.150000095367432
2010-03-04,4.289999961853027
2010-03-05,4.579999923706055
2010-03-08,4.590000152587891
2010-03-09,4.550000190734863
2010-03-10,4.730000019073486
2010-03-11,4.820000171661377
2010-03-12,4.78000020980835
2010-03-15,4.679999828338623
2010-03-16,4.650000095367432
2010-03-17,4.679999828338623
2010-03-18,4.53000020980835
2010-03-19,4.659999847412109
2010-03-22,4.670000076293945
2010-03-23,4.71999979019165
2010-03-24,4.760000228881836
2010-03-25,4.550000190734863
2010-03-26,4.610000133514404
2010-03-29,4.400000095367432
2010-03-30,4.380000114440918
2010-03-31,4.360000133514404
2010-04-01,4.289999961853027
2010-04-05,4.25
2010-04-06,4.21999979019165
2010-04-07,4.21999979019165
2010-04-08,4.190000057220459
2010-04-09,4.389999866485596
2010-04-12,4.269999980926514
2010-04-13,4.239999771118164
2010-04-14,4.269999980926514
2010-04-15,4.320000171661377
2010-04-16,4.349999904632568
2010-04-19,4.349999904632568
2010-04-20,4.550000190734863
2010-04-21,4.800000190734863
2010-04-22,4.829999923706055
2010-04-23,4.920000076293945
2010-04-26,4.989999771118164
2010-04-27,5.010000228881836
2010-04-28,4.96999979019165
2010-04-29,5.019999980926514
2010-04-30,4.949999809265137
2010-05-03,5.010000228881836
2010-05-04,4.900000095367432
2010-05-05,4.869999885559082
2010-05-06,4.920000076293945
2010-05-07,4.699999809265137
2010-05-10,4.869999885559082
2010-05-11,4.949999809265137
2010-05-12,5.0
2010-05-13,5.0
2010-05-14,4.869999885559082
2010-05-17,4.829999923706055
2010-05-18,4.820000171661377
2010-05-19,4.75
2010-05-20,4.699999809265137
2010-05-21,4.769999980926514
2010-05-24,4.820000171661377
2010-05-25,4.730000019073486
2010-05-26,4.699999809265137
2010-05-27,4.949999809265137
2010-05-28,4.760000228881836
2010-06-01,4.78000020980835
2010-06-02,4.800000190734863
2010-06-03,4.820000171661377
2010-06-04,4.659999847412109
2010-06-07,4.71999979019165
2010-06-08,4.710000038146973
2010-06-09,4.769999980926514
2010-06-10,4.800000190734863
2010-06-11,4.809999942779541
2010-06-14,4.800000190734863
2010-06-15,5.010000228881836
2010-06-16,5.010000228881836
2010-06-17,5.0
2010-06-18,5.019999980926514
2010-06-21,5.03000020980835
2010-06-22,4.949999809265137
2010-06-23,4.860000133514404
2010-06-24,5.110000133514404
2010-06-25,4.889999866485596
2010-06-28,4.889999866485596
2010-06-29,4.849999904632568
2010-06-30,4.800000190734863
2010-07-01,4.71999979019165
2010-07-02,4.880000114440918
2010-07-06,4.679999828338623
2010-07-07,4.71999979019165
2010-07-08,4.75
2010-07-09,4.75
2010-07-12,4.519999980926514
2010-07-13,4.789999961853027
2010-07-14,4.539999961853027
2010-07-15,4.53000020980835
2010-07-16,4.440000057220459
2010-07-19,4.340000152587891
2010-07-20,4.420000076293945
2010-07-21,4.269999980926514
2010-07-22,4.239999771118164
2010-07-23,4.170000076293945
2010-07-26,4.349999904632568
2010-07-27,4.349999904632568
2010-07-28,4.269999980926514
2010-07-29,4.179999828338623
2010-07-30,4.099999904632568
2010-08-02,4.150000095367432
2010-08-03,4.130000114440918
2010-08-04,4.239999771118164
2010-08-05,4.199999809265137
2010-08-06,4.190000057220459
2010-08-09,4.239999771118164
2010-08-10,4.159999847412109
2010-08-11,3.930000066757202
2010-08-12,3.950000047683716
2010-08-13,3.700000047683716
2010-08-16,3.7300000190734863
2010-08-17,3.9000000953674316
2010-08-18,3.8499999046325684
2010-08-19,3.6700000762939453
2010-08-20,3.6500000953674316
2010-08-23,3.609999895095825
2010-08-24,3.5299999713897705
2010-08-25,3.619999885559082
2010-08-26,3.609999895095825
2010-08-27,3.700000047683716
2010-08-30,3.490000009536743
2010-08-31,3.4600000381469727
2010-09-01,3.609999895095825
2010-09-02,3.6600000858306885
2010-09-03,3.7799999713897705
2010-09-07,3.6500000953674316
2010-09-08,3.7799999713897705
2010-09-09,3.7699999809265137
2010-09-10,3.7300000190734863
2010-09-13,3.759999990463257
2010-09-14,3.7799999713897705
2010-09-15,3.7300000190734863
2010-09-16,3.740000009536743
2010-09-17,3.7200000286102295
2010-09-20,3.75
2010-09-21,3.740000009536743
2010-09-22,3.740000009536743
2010-09-23,3.7100000381469727
2010-09-24,3.700000047683716
2010-09-27,3.690000057220459
2010-09-28,3.690000057220459
2010-09-29,3.690000057220459
2010-09-30,3.690000057220459
2010-10-01,3.680000066757202
2010-10-04,3.6700000762939453
2010-10-05,3.690000057220459
2010-10-06,3.6600000858306885
2010-10-07,3.609999895095825
2010-10-08,3.609999895095825
2010-10-11,3.559999942779541
2010-10-12,3.6700000762939453
2010-10-13,3.680000066757202
2010-10-14,3.690000057220459
2010-10-15,3.690000057220459
2010-10-18,3.799999952316284
2010-10-19,3.7699999809265137
2010-10-20,3.7699999809265137
2010-10-21,3.8299999237060547
2010-10-22,4.010000228881836
2010-10-25,4.119999885559082
2010-10-26,4.159999847412109
2010-10-27,4.28000020980835
2010-10-28,4.070000171661377
2010-10-29,4.050000190734863
2010-11-01,3.940000057220459
2010-11-02,4.070000171661377
2010-11-03,4.010000228881836
2010-11-04,4.079999923706055
2010-11-05,4.110000133514404
2010-11-08,4.070000171661377
2010-11-09,4.070000171661377
2010-11-10,4.010000228881836
2010-11-11,3.9700000286102295
2010-11-12,3.9600000381469727
2010-11-15,3.9200000762939453
2010-11-16,3.809999942779541
2010-11-17,3.890000104904175
2010-11-18,4.050000190734863
2010-11-19,4.0
2010-11-22,4.03000020980835
2010-11-23,4.010000228881836
2010-11-24,4.099999904632568
2010-11-26,4.099999904632568
2010-11-29,4.079999923706055
2010-11-30,3.990000009536743
2010-12-01,4.119999885559082
2010-12-02,4.179999828338623
2010-12-03,4.239999771118164
2010-12-06,4.25
2010-12-07,4.269999980926514
2010-12-08,4.349999904632568
2010-12-09,4.449999809265137
2010-12-10,4.599999904632568
2010-12-13,4.599999904632568
2010-12-14,4.860000133514404
2010-12-15,5.0
2010-12-16,5.0
2010-12-17,4.949999809265137
2010-12-20,4.880000114440918
