Date,DEC
2021-09-30,0.0
2021-10-01,0.0
2021-10-04,0.0
2021-10-05,0.0
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-11,0.0
2021-10-12,0.0
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,0.0
2021-10-18,0.0
2021-10-19,0.0
2021-10-20,0.0
2021-10-21,0.0
2021-10-22,0.0
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.0
2021-10-28,0.0
2021-10-29,0.0
2021-11-01,0.0
2021-11-02,0.0
2021-11-03,0.0
2021-11-04,0.0
2021-11-05,0.0
2021-11-08,0.0
2021-11-09,0.0
2021-11-10,0.0
2021-11-11,0.0
2021-11-12,0.0
2021-11-15,0.0
2021-11-16,0.0
2021-11-17,0.0
2021-11-18,0.0
2021-11-19,0.0
2021-11-22,0.0
2021-11-23,0.0
2021-11-24,0.0
2021-11-26,0.0
2021-11-29,0.0
2021-11-30,0.0
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,0.0
2021-12-06,0.0
2021-12-07,0.0
2021-12-08,0.0
2021-12-09,0.0
2021-12-10,0.0
2021-12-13,0.0
2021-12-14,0.0
2021-12-16,0.0
2021-12-17,0.0
2021-12-20,0.0
2021-12-21,0.0
2021-12-22,0.0
2021-12-23,0.0
2021-12-27,0.0
2021-12-28,0.0
2021-12-29,0.0
2021-12-30,0.0
2021-12-31,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-07,0.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-14,0.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-18,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,0.0
2022-03-24,0.0
2022-03-25,0.0
2022-03-28,0.0
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-11,0.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-18,0.0
2022-04-19,0.0
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,0.0
2022-05-12,0.0
2022-05-13,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-13,0.0
2022-06-14,0.0
2022-06-16,0.0
2022-06-17,0.0
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-29,0.0
2022-08-30,0.0
2022-08-31,0.0
2022-09-01,0.0
2022-09-02,0.0
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-12,0.0
2022-09-13,0.0
2022-09-14,0.0
2022-09-16,0.0
2022-09-19,0.0
2022-09-20,0.0
2022-09-22,0.0
2022-09-23,0.0
2022-09-26,0.0
2022-09-27,0.0
2022-09-28,0.0
2022-09-29,0.0
2022-09-30,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.0
2022-10-07,0.0
2022-10-10,0.0
2022-10-11,0.0
2022-10-12,0.0
2022-10-14,0.0
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.0
2022-10-28,0.0
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.0
2022-11-03,0.0
2022-11-04,0.0
2022-11-07,0.0
2022-11-08,0.0
2022-11-09,0.0
2022-11-10,0.0
2022-11-11,0.0
2022-11-14,0.0
2022-11-16,0.0
2022-11-17,0.0
2022-11-18,0.0
2022-11-21,0.0
2022-11-22,0.0
2022-11-23,0.0
2022-11-28,0.0
2022-11-29,0.0
2022-11-30,0.0
2022-12-01,0.0
2022-12-05,0.0
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-19,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-27,0.0
2022-12-29,0.0
2022-12-30,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-09,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-21,0.0
2023-02-22,0.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-27,0.0
2023-02-28,0.0
2023-03-01,0.0
2023-03-02,0.0
2023-03-03,0.0
2023-03-06,0.0
2023-03-07,0.0
2023-03-08,0.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-21,0.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,0.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-03,0.0
2023-04-04,0.0
2023-04-05,0.0
2023-04-06,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-24,0.0
2023-04-25,0.0
2023-04-26,0.0
2023-04-27,0.0
2023-04-28,0.0
2023-05-01,0.0
2023-05-02,0.0
2023-05-03,0.0
2023-05-04,0.0
2023-05-05,0.0
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.0
2023-05-12,0.0
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,0.0
2023-05-18,0.0
2023-05-19,0.0
2023-05-22,0.0
2023-05-23,0.0
2023-05-24,0.0
2023-05-25,0.0
2023-05-26,0.0
2023-05-30,0.0
2023-05-31,0.0
2023-06-01,0.0
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,0.0
2023-06-09,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-20,0.0
2023-06-21,0.0
2023-06-22,0.0
2023-06-23,0.0
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,0.0
2023-06-30,0.0
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,0.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,0.0
2023-08-10,0.0
2023-08-11,0.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,0.0
2023-08-21,0.0
2023-08-22,0.0
2023-08-23,0.0
2023-08-24,0.0
2023-08-25,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,0.0
2023-09-01,0.0
2023-09-05,0.0
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.0
2023-09-11,0.0
2023-09-12,0.0
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,0.0
2023-09-18,0.0
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.0
2023-09-22,0.0
2023-09-25,0.0
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.0
2023-09-29,0.0
2023-10-02,0.0
2023-10-03,0.0
2023-10-04,0.0
2023-10-05,0.0
2023-10-06,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.0
2023-10-16,0.0
2023-10-17,0.0
2023-10-18,0.0
2023-10-19,0.0
2023-10-20,0.0
2023-10-23,0.0
2023-10-24,0.0
2023-10-25,0.0
2023-10-26,0.0
2023-10-27,0.0
2023-10-30,0.0
2023-10-31,0.0
2023-11-01,0.0
2023-11-02,0.0
2023-11-03,0.0
2023-11-06,0.0
2023-11-07,0.0
2023-11-08,0.0
2023-11-09,0.0
2023-11-10,0.0
2023-11-13,0.0
2023-11-14,0.0
2023-11-15,0.0
2023-11-16,0.0
2023-11-17,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,0.0
2023-11-24,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.0
2023-11-30,0.6878225803375244
2023-12-01,0.6656603217124939
2023-12-04,0.6743669509887695
2023-12-05,13.534829139709473
2023-12-06,12.862046241760254
2023-12-07,13.139073371887207
2023-12-08,13.146987915039062
2023-12-11,13.05992317199707
2023-12-12,12.585016250610352
2023-12-13,12.462331771850586
2023-12-14,13.534829139709473
2023-12-15,13.590235710144043
2023-12-18,14.186240196228027
2023-12-19,12.925366401672363
2023-12-20,12.03095817565918
2023-12-21,11.096976280212402
2023-12-22,11.445241928100586
2023-12-26,12.14177131652832
2023-12-27,11.856826782226562
2023-12-28,11.595627784729004
2023-12-29,11.872655868530273
2024-01-02,12.822467803955078
2024-01-03,12.015129089355469
2024-01-04,12.585016250610352
2024-01-05,12.466287612915039
2024-01-08,11.769759178161621
2024-01-09,11.714353561401367
2024-01-10,11.920146942138672
2024-01-11,11.358173370361328
2024-01-12,11.484817504882812
2024-01-16,10.281721115112305
2024-01-17,10.028436660766602
2024-01-18,9.917625427246094
2024-01-19,10.58249282836914
2024-01-22,10.511258125305176
2024-01-23,10.202569961547852
2024-01-24,9.284417152404785
2024-01-25,9.893880844116211
2024-01-26,9.870135307312012
2024-01-29,9.577277183532715
2024-01-30,9.616850852966309
2024-01-31,9.339823722839355
2024-02-01,9.418974876403809
2024-02-02,9.260671615600586
2024-02-05,9.181522369384766
2024-02-06,10.265891075134277
2024-02-07,9.323990821838379
2024-02-08,9.450634002685547
2024-02-09,9.308161735534668
2024-02-12,9.213181495666504
2024-02-13,9.29233169555664
2024-02-14,9.189435005187988
2024-02-15,9.569360733032227
2024-02-16,9.41106128692627
2024-02-20,9.46646499633789
2024-02-21,9.822646141052246
2024-02-22,9.965115547180176
2024-02-23,9.783069610595703
2024-02-26,10.218399047851562
2024-02-27,10.519173622131348
2024-02-28,10.614153861999512
2024-02-29,10.432101249694824
2024-03-01,10.39823055267334
2024-03-04,9.839367866516113
2024-03-05,9.983316421508789
2024-03-06,10.093396186828613
2024-03-07,10.169605255126953
2024-03-08,10.093396186828613
2024-03-11,10.034124374389648
2024-03-12,9.949446678161621
2024-03-13,9.932511329650879
2024-03-14,9.873238563537598
2024-03-15,9.822433471679688
2024-03-18,9.983316421508789
2024-03-19,9.670015335083008
2024-03-20,9.7800931930542
2024-03-21,9.754693984985352
2024-03-22,9.466793060302734
2024-03-25,9.517598152160645
2024-03-26,9.238168716430664
2024-03-27,9.627676963806152
2024-03-28,10.186541557312012
2024-04-01,10.322021484375
2024-04-02,10.618388175964355
2024-04-03,10.957093238830566
2024-04-04,10.559115409851074
2024-04-05,10.889352798461914
2024-04-08,10.923222541809082
2024-04-09,11.473617553710938
2024-04-10,11.829258918762207
2024-04-11,11.99860954284668
2024-04-12,11.956271171569824
2024-04-15,11.541358947753906
2024-04-16,11.270395278930664
2024-04-17,11.761517524719238
2024-04-18,11.634501457214355
2024-04-19,11.592164039611816
2024-04-22,11.685307502746582
2024-04-23,11.685307502746582
2024-04-24,11.541358947753906
2024-04-25,11.76998519897461
2024-04-26,12.27804183959961
2024-04-29,12.498199462890625
2024-04-30,11.8800630569458
2024-05-01,11.219590187072754
2024-05-02,11.185718536376953
2024-05-03,11.448216438293457
2024-05-06,11.727645874023438
2024-05-07,11.964737892150879
2024-05-08,11.939335823059082
2024-05-09,11.956271171569824
2024-05-10,11.761517524719238
2024-05-13,11.566761016845703
2024-05-14,11.871596336364746
2024-05-15,12.007078170776367
2024-05-16,12.294977188110352
2024-05-17,12.261104583740234
2024-05-20,11.99860954284668
2024-05-21,12.201831817626953
2024-05-22,12.091753005981445
2024-05-23,12.230042457580566
2024-05-24,12.333762168884277
2024-05-28,12.688131332397461
2024-05-29,12.281902313232422
2024-05-30,13.189433097839355
2024-05-31,13.12028694152832
2024-06-03,12.610342025756836
2024-06-04,12.446122169494629
2024-06-05,12.37697696685791
2024-06-06,12.437479972839355
2024-06-07,12.057180404663086
2024-06-10,12.584413528442383
2024-06-11,12.757275581359863
2024-06-12,12.938780784606934
2024-06-13,12.523911476135254
2024-06-14,12.109040260314941
2024-06-17,11.953463554382324
2024-06-18,11.944819450378418
2024-06-20,12.100398063659668
2024-06-21,11.642311096191406
2024-06-24,11.754671096801758
2024-06-25,11.607739448547363
2024-06-26,11.348443984985352
2024-06-27,11.357086181640625
2024-06-28,11.659597396850586
2024-07-01,11.694169998168945
2024-07-02,12.212756156921387
2024-07-03,12.091753005981445
2024-07-05,11.737384796142578
2024-07-08,12.37697696685791
2024-07-09,12.307831764221191
2024-07-10,12.532554626464844
2024-07-11,13.396868705749512
2024-07-12,13.612945556640625
2024-07-15,13.647518157958984
2024-07-16,14.321682929992676
2024-07-17,14.667407989501953
2024-07-18,14.503190040588379
2024-07-19,14.174751281738281
2024-07-22,14.001888275146484
2024-07-23,13.811738967895508
2024-07-24,13.500584602355957
2024-07-25,13.811738967895508
2024-07-26,14.105605125427246
2024-07-29,13.733951568603516
2024-07-30,14.278470993041992
2024-07-31,14.217967987060547
2024-08-01,13.068428993225098
2024-08-02,12.316476821899414
2024-08-05,11.988036155700684
2024-08-06,12.057180404663086
2024-08-07,11.86703109741211
2024-08-08,12.022608757019043
2024-08-09,11.901604652404785
2024-08-12,12.126326560974121
2024-08-13,12.178186416625977
2024-08-14,11.918889999389648
2024-08-15,11.175581932067871
2024-08-16,11.555877685546875
2024-08-19,11.504020690917969
2024-08-20,11.063220024108887
2024-08-21,11.408944129943848
2024-08-22,10.587847709655762
2024-08-23,10.777996063232422
2024-08-26,11.097792625427246
2024-08-27,11.002717971801758
2024-08-28,10.803926467895508
2024-08-29,11.29058837890625
2024-08-30,11.073287963867188
2024-09-03,10.376113891601562
2024-09-04,10.222192764282227
2024-09-05,10.195030212402344
2024-09-06,10.050163269042969
2024-09-09,10.1588134765625
2024-09-10,9.995837211608887
2024-09-11,9.941513061523438
2024-09-12,10.05921745300293
2024-09-13,10.303680419921875
2024-09-16,10.403277397155762
2024-09-17,10.448548316955566
2024-09-18,10.530036926269531
2024-09-19,10.557198524475098
2024-09-20,10.240303039550781
2024-09-23,10.24935531616211
2024-09-24,10.167866706848145
2024-09-25,9.869078636169434
2024-09-26,10.176921844482422
2024-09-27,10.493819236755371
2024-09-30,10.303680419921875
2024-10-01,10.54814338684082
2024-10-02,10.629631042480469
2024-10-03,10.647740364074707
2024-10-04,10.792607307434082
2024-10-07,10.9736909866333
2024-10-08,10.647740364074707
2024-10-09,10.674901962280273
2024-10-10,10.801661491394043
2024-10-11,10.919366836547852
2024-10-14,10.656794548034668
2024-10-15,10.593416213989258
2024-10-16,10.566251754760742
2024-10-17,10.539090156555176
2024-10-18,10.376113891601562
2024-10-21,10.511926651000977
2024-10-22,10.638686180114746
2024-10-23,10.520981788635254
2024-10-24,10.566251754760742
2024-10-25,10.68395709991455
2024-10-28,10.57530689239502
2024-10-29,10.611523628234863
2024-10-30,10.919366836547852
2024-10-31,10.86504077911377
2024-11-01,10.828824043273926
2024-11-04,10.883150100708008
2024-11-05,11.29058837890625
2024-11-06,12.060195922851562
2024-11-07,11.897220611572266
2024-11-08,11.471672058105469
2024-11-11,11.643702507019043
2024-11-12,11.652756690979004
2024-11-13,12.105466842651367
2024-11-14,12.81169319152832
2024-11-15,12.992778778076172
2024-11-18,13.662789344787598
2024-11-19,14.350908279418945
2024-11-20,14.586318016052246
2024-11-21,14.65875244140625
2024-11-22,14.350908279418945
2024-11-25,14.414287567138672
2024-11-26,14.522939682006836
2024-11-27,14.694968223571777
2024-11-29,15.08216381072998
2024-12-02,14.741063117980957
2024-12-03,15.34951114654541
2024-12-04,15.34951114654541
2024-12-05,14.888566017150879
2024-12-06,14.151052474975586
2024-12-09,14.243240356445312
2024-12-10,14.289336204528809
2024-12-11,15.248106002807617
2024-12-12,15.450921058654785
2024-12-13,15.543110847473145
2024-12-16,14.704187393188477
2024-12-17,14.464494705200195
2024-12-18,13.948235511779785
2024-12-19,13.616353988647461
2024-12-20,14.261679649353027
2024-12-23,14.270896911621094
2024-12-24,14.685750007629395
2024-12-26,14.888566017150879
2024-12-27,14.685750007629395
2024-12-30,15.414044380187988
2024-12-31,15.487794876098633
2025-01-02,16.1423397064209
2025-01-03,15.81045913696289
2025-01-06,15.377168655395508
2025-01-07,15.56154727935791
2025-01-08,15.34951114654541
2025-01-10,15.183571815490723
2025-01-13,15.12825870513916
2025-01-14,15.238886833190918
2025-01-15,15.331073760986328
2025-01-16,15.377168655395508
2025-01-17,14.999194145202637
2025-01-21,15.063725471496582
2025-01-22,14.971536636352539
2025-01-23,14.925442695617676
2025-01-24,14.538246154785156
2025-01-27,15.119038581848145
2025-01-28,14.96231746673584
2025-01-29,15.045287132263184
2025-01-30,14.907004356384277
2025-01-31,14.694968223571777
2025-02-03,15.303417205810547
2025-02-04,15.460139274597168
2025-02-05,15.51545238494873
2025-02-06,15.27575969696045
2025-02-07,15.100601196289062
2025-02-10,15.34951114654541
2025-02-11,15.55233097076416
2025-02-12,15.672174453735352
2025-02-13,15.331073760986328
2025-02-14,15.579986572265625
2025-02-18,15.423263549804688
2025-02-19,13.837607383728027
2025-02-20,13.256815910339355
2025-02-21,12.924935340881348
2025-02-24,12.88805866241455
2025-02-25,12.805088996887207
2025-02-26,12.749774932861328
2025-02-27,12.608529090881348
2025-02-28,12.810650825500488
2025-03-03,12.088788986206055
2025-03-04,12.040664672851562
2025-03-05,11.511298179626465
2025-03-06,10.7605619430542
2025-03-07,10.856809616088867
2025-03-10,10.548815727233887
2025-03-11,10.770185470581055
2025-03-12,11.135929107666016
2025-03-13,11.270678520202637
2025-03-14,11.501672744750977
2025-03-17,12.570030212402344
2025-03-18,12.570030212402344
2025-03-19,12.781776428222656
2025-03-20,13.147520065307617
2025-03-21,12.781776428222656
2025-03-24,12.849150657653809
2025-03-25,12.666278839111328
2025-03-26,12.945398330688477
2025-03-27,12.916523933410645
2025-03-28,12.935772895812988
2025-03-31,13.012772560119629
2025-04-01,13.224517822265625
2025-04-02,13.494014739990234
2025-04-03,12.483407020568848
2025-04-04,11.405426025390625
2025-04-07,10.90493392944336
2025-04-08,10.231196403503418
2025-04-09,11.068556785583496
2025-04-10,10.394818305969238
2025-04-11,10.7605619430542
2025-04-14,10.779810905456543
2025-04-15,10.799060821533203
2025-04-16,11.318801879882812
2025-04-17,11.309176445007324
2025-04-21,11.039682388305664
2025-04-22,11.588296890258789
2025-04-23,11.597922325134277
2025-04-24,11.877041816711426
2025-04-25,12.117663383483887
2025-04-28,12.242785453796387
2025-04-29,12.319785118103027
2025-04-30,11.944416046142578
2025-05-01,12.13691234588623
2025-05-02,12.550780296325684
2025-05-05,12.416031837463379
2025-05-06,12.444907188415527
2025-05-07,12.47378158569336
2025-05-08,12.608530044555664
2025-05-09,12.608530044555664
2025-05-12,12.762526512145996
2025-05-13,13.465139389038086
2025-05-14,13.349641799926758
2025-05-15,13.243767738342285
2025-05-16,13.205269813537598
2025-05-19,13.272642135620117
2025-05-20,13.484389305114746
2025-05-21,13.205269813537598
2025-05-22,13.397765159606934
2025-05-23,13.532513618469238
2025-05-27,13.917506217956543
2025-05-28,13.802008628845215
2025-05-29,13.900242805480957
2025-05-30,13.723420143127441
2025-06-02,13.870772361755371
2025-06-03,13.841301918029785
2025-06-04,13.880596160888672
2025-06-05,13.762714385986328
2025-06-06,14.047595977783203
2025-06-09,14.077065467834473
2025-06-10,14.38159465789795
2025-06-11,14.57806396484375
2025-06-12,13.772538185119629
2025-06-13,14.322652816772461
2025-06-16,14.312829971313477
2025-06-17,14.646828651428223
2025-06-18,14.813827514648438
2025-06-20,14.774534225463867
2025-06-23,14.607534408569336
2025-06-24,14.941533088684082
2025-06-25,14.519123077392578
2025-06-26,14.509300231933594
2025-06-27,14.695945739746094
2025-06-30,14.411065101623535
2025-07-01,14.077065467834473
2025-07-02,14.11635971069336
2025-07-03,14.194948196411133
2025-07-07,14.057419776916504
2025-07-08,14.047595977783203
2025-07-09,14.185124397277832
2025-07-10,14.214594841003418
2025-07-11,14.57806396484375
2025-07-14,14.862945556640625
2025-07-15,14.342300415039062
2025-07-16,14.440534591674805
2025-07-17,14.027948379516602
2025-07-18,14.067242622375488
2025-07-21,14.11635971069336
2025-07-22,14.342300415039062
2025-07-23,14.666476249694824
2025-07-24,14.646828651428223
2025-07-25,14.646828651428223
2025-07-28,15.1380033493042
2025-07-29,15.403238296508789
2025-07-30,14.941533088684082
2025-07-31,14.794181823730469
2025-08-01,14.047595977783203
2025-08-04,14.224417686462402
2025-08-05,14.303007125854492
2025-08-06,14.224417686462402
2025-08-07,14.165477752685547
2025-08-08,14.303007125854492
2025-08-11,15.295178413391113
2025-08-12,15.098709106445312
