Date,WLDN
2010-01-04,2.359999895095825
2010-01-05,2.380000114440918
2010-01-06,2.390000104904175
2010-01-07,2.4100000858306885
2010-01-08,2.5199999809265137
2010-01-11,2.430000066757202
2010-01-12,2.4000000953674316
2010-01-13,2.4100000858306885
2010-01-14,2.369999885559082
2010-01-15,2.390000104904175
2010-01-19,2.25
2010-01-20,2.190000057220459
2010-01-21,2.380000114440918
2010-01-22,2.380000114440918
2010-01-25,2.380000114440918
2010-01-26,2.180000066757202
2010-01-27,2.299999952316284
2010-01-28,2.4800000190734863
2010-01-29,2.4700000286102295
2010-02-01,2.4000000953674316
2010-02-02,2.4000000953674316
2010-02-03,2.309999942779541
2010-02-04,2.2100000381469727
2010-02-05,2.2699999809265137
2010-02-08,2.200000047683716
2010-02-09,2.1500000953674316
2010-02-10,2.119999885559082
2010-02-11,2.140000104904175
2010-02-12,2.200000047683716
2010-02-16,2.2100000381469727
2010-02-17,2.180000066757202
2010-02-18,2.190000057220459
2010-02-19,2.299999952316284
2010-02-22,2.3299999237060547
2010-02-23,2.2899999618530273
2010-02-24,2.25
2010-02-25,2.2100000381469727
2010-02-26,2.2100000381469727
2010-03-01,2.2300000190734863
2010-03-02,2.130000114440918
2010-03-03,2.109999895095825
2010-03-04,2.190000057220459
2010-03-05,2.200000047683716
2010-03-08,2.190000057220459
2010-03-09,2.3499999046325684
2010-03-10,2.380000114440918
2010-03-11,2.390000104904175
2010-03-12,2.390000104904175
2010-03-15,2.369999885559082
2010-03-16,2.359999895095825
2010-03-17,2.380000114440918
2010-03-18,2.4000000953674316
2010-03-19,2.450000047683716
2010-03-22,2.450000047683716
2010-03-23,2.180000066757202
2010-03-24,2.319999933242798
2010-03-25,2.4000000953674316
2010-03-26,2.2699999809265137
2010-03-29,2.240000009536743
2010-03-30,2.259999990463257
2010-03-31,2.1600000858306885
2010-04-01,2.130000114440918
2010-04-05,2.180000066757202
2010-04-06,2.2100000381469727
2010-04-07,2.2100000381469727
2010-04-08,2.180000066757202
2010-04-09,2.180000066757202
2010-04-12,2.180000066757202
2010-04-13,2.180000066757202
2010-04-14,2.2100000381469727
2010-04-15,2.2100000381469727
2010-04-16,2.240000009536743
2010-04-19,2.259999990463257
2010-04-20,2.2699999809265137
2010-04-21,2.390000104904175
2010-04-22,2.2799999713897705
2010-04-23,2.2699999809265137
2010-04-26,2.3499999046325684
2010-04-27,2.3299999237060547
2010-04-28,2.3399999141693115
2010-04-29,2.3399999141693115
2010-04-30,2.3499999046325684
2010-05-03,2.3499999046325684
2010-05-04,2.319999933242798
2010-05-05,2.2899999618530273
2010-05-06,2.25
2010-05-07,2.240000009536743
2010-05-10,2.25
2010-05-11,2.2799999713897705
2010-05-12,2.2799999713897705
2010-05-13,2.299999952316284
2010-05-14,2.5
2010-05-17,2.4800000190734863
2010-05-18,2.5899999141693115
2010-05-19,2.5299999713897705
2010-05-20,2.509999990463257
2010-05-21,2.5
2010-05-24,2.4700000286102295
2010-05-25,2.450000047683716
2010-05-26,2.5399999618530273
2010-05-27,2.5799999237060547
2010-05-28,2.609999895095825
2010-06-01,2.4600000381469727
2010-06-02,2.4600000381469727
2010-06-03,2.5999999046325684
2010-06-04,2.609999895095825
2010-06-07,2.4800000190734863
2010-06-08,2.5
2010-06-09,2.5399999618530273
2010-06-10,2.5399999618530273
2010-06-11,2.5799999237060547
2010-06-14,2.6700000762939453
2010-06-15,2.700000047683716
2010-06-16,2.690000057220459
2010-06-17,2.680000066757202
2010-06-18,2.9800000190734863
2010-06-21,2.880000114440918
2010-06-22,2.7300000190734863
2010-06-23,2.8299999237060547
2010-06-24,2.569999933242798
2010-06-25,2.75
2010-06-28,2.7699999809265137
2010-06-29,2.740000009536743
2010-06-30,2.759999990463257
2010-07-01,2.5999999046325684
2010-07-02,2.7100000381469727
2010-07-06,2.6500000953674316
2010-07-07,2.7300000190734863
2010-07-08,2.5999999046325684
2010-07-09,2.6600000858306885
2010-07-12,2.6500000953674316
2010-07-13,2.6600000858306885
2010-07-14,2.6600000858306885
2010-07-15,2.619999885559082
2010-07-16,2.609999895095825
2010-07-19,2.5399999618530273
2010-07-20,2.559999942779541
2010-07-21,2.559999942779541
2010-07-22,2.559999942779541
2010-07-23,2.569999933242798
2010-07-26,2.5999999046325684
2010-07-27,2.5899999141693115
2010-07-28,2.5899999141693115
2010-07-29,2.5899999141693115
2010-07-30,2.6700000762939453
2010-08-02,2.680000066757202
2010-08-03,2.619999885559082
2010-08-04,2.619999885559082
2010-08-05,2.619999885559082
2010-08-06,2.75
2010-08-09,2.75
2010-08-10,2.740000009536743
2010-08-11,2.740000009536743
2010-08-12,2.7100000381469727
2010-08-13,3.4000000953674316
2010-08-16,3.0799999237060547
2010-08-17,3.049999952316284
2010-08-18,3.1500000953674316
2010-08-19,3.1500000953674316
2010-08-20,3.200000047683716
2010-08-23,3.319999933242798
2010-08-24,3.309999942779541
2010-08-25,3.25
2010-08-26,3.2100000381469727
2010-08-27,3.240000009536743
2010-08-30,3.2300000190734863
2010-08-31,3.2300000190734863
2010-09-01,3.2100000381469727
2010-09-02,3.200000047683716
2010-09-03,3.2100000381469727
2010-09-07,3.2200000286102295
2010-09-08,3.2100000381469727
2010-09-09,3.2200000286102295
