Date,ELVN
2020-03-12,60.0
2020-03-13,64.0
2020-03-16,62.0
2020-03-17,62.400001525878906
2020-03-18,64.0
2020-03-19,66.4000015258789
2020-03-20,64.0
2020-03-23,64.0
2020-03-24,64.4800033569336
2020-03-25,64.72000122070312
2020-03-26,64.0
2020-03-27,63.91999816894531
2020-03-30,64.0
2020-03-31,64.12000274658203
2020-04-01,63.0
2020-04-02,63.0
2020-04-03,63.0
2020-04-06,63.0
2020-04-07,63.959999084472656
2020-04-08,64.08000183105469
2020-04-09,63.599998474121094
2020-04-13,62.79999923706055
2020-04-14,62.599998474121094
2020-04-15,62.400001525878906
2020-04-16,64.0
2020-04-17,63.599998474121094
2020-04-20,64.19999694824219
2020-04-21,64.08000183105469
2020-04-22,64.0
2020-04-23,64.5999984741211
2020-04-24,64.08000183105469
2020-04-27,69.83999633789062
2020-04-28,70.5999984741211
2020-04-29,69.76000213623047
2020-04-30,70.0
2020-05-01,69.08000183105469
2020-05-04,72.95999908447266
2020-05-05,96.0
2020-05-06,90.4000015258789
2020-05-07,80.0
2020-05-08,91.4000015258789
2020-05-11,99.68000030517578
2020-05-12,94.4000015258789
2020-05-13,86.83999633789062
2020-05-14,103.80000305175781
2020-05-15,109.0
2020-05-18,105.27999877929688
2020-05-19,107.83999633789062
2020-05-20,105.08000183105469
2020-05-21,103.0
2020-05-22,107.91999816894531
2020-05-26,112.0
2020-05-27,116.4000015258789
2020-05-28,131.83999633789062
2020-05-29,133.9600067138672
2020-06-01,146.27999877929688
2020-06-02,146.0399932861328
2020-06-03,179.60000610351562
2020-06-04,209.0
2020-06-05,188.47999572753906
2020-06-08,206.0
2020-06-09,213.16000366210938
2020-06-10,194.8000030517578
2020-06-11,219.47999572753906
2020-06-12,183.0
2020-06-15,155.63999938964844
2020-06-16,152.0
2020-06-17,170.16000366210938
2020-06-18,159.8800048828125
2020-06-19,174.0399932861328
2020-06-22,163.63999938964844
2020-06-23,156.0
2020-06-24,146.60000610351562
2020-06-25,147.60000610351562
2020-06-26,136.9199981689453
2020-06-29,113.91999816894531
2020-06-30,110.5199966430664
2020-07-01,114.31999969482422
2020-07-02,113.83999633789062
2020-07-06,108.5199966430664
2020-07-07,103.19999694824219
2020-07-08,100.16000366210938
2020-07-09,92.12000274658203
2020-07-10,99.80000305175781
2020-07-13,88.4000015258789
2020-07-14,85.95999908447266
2020-07-15,86.63999938964844
2020-07-16,86.4800033569336
2020-07-17,81.44000244140625
2020-07-20,78.04000091552734
2020-07-21,75.0
2020-07-22,76.5999984741211
2020-07-23,80.4000015258789
2020-07-24,81.4000015258789
2020-07-27,86.72000122070312
2020-07-28,80.5199966430664
2020-07-29,80.04000091552734
2020-07-30,80.91999816894531
2020-07-31,80.76000213623047
2020-08-03,81.04000091552734
2020-08-04,82.08000183105469
2020-08-05,82.0
2020-08-06,80.31999969482422
2020-08-07,81.83999633789062
2020-08-10,80.0
2020-08-11,80.04000091552734
2020-08-12,82.16000366210938
2020-08-13,80.83999633789062
2020-08-14,82.44000244140625
2020-08-17,95.04000091552734
2020-08-18,97.68000030517578
2020-08-19,96.87999725341797
2020-08-20,103.31999969482422
2020-08-21,106.83999633789062
2020-08-24,103.16000366210938
2020-08-25,103.16000366210938
2020-08-26,96.76000213623047
2020-08-27,96.08000183105469
2020-08-28,98.4000015258789
2020-08-31,92.95999908447266
2020-09-01,94.08000183105469
2020-09-02,91.87999725341797
2020-09-03,92.87999725341797
2020-09-04,91.27999877929688
2020-09-08,88.91999816894531
2020-09-09,91.36000061035156
2020-09-10,92.0
2020-09-11,87.36000061035156
2020-09-14,89.16000366210938
2020-09-15,90.63999938964844
2020-09-16,91.91999816894531
2020-09-17,97.5999984741211
2020-09-18,101.0
2020-09-21,90.4800033569336
2020-09-22,93.19999694824219
2020-09-23,93.72000122070312
2020-09-24,84.63999938964844
2020-09-25,89.0
2020-09-28,88.4800033569336
2020-09-29,87.27999877929688
2020-09-30,81.36000061035156
2020-10-01,81.4800033569336
2020-10-02,75.55999755859375
2020-10-05,76.87999725341797
2020-10-06,76.87999725341797
2020-10-07,85.83999633789062
2020-10-08,81.23999786376953
2020-10-09,79.36000061035156
2020-10-12,78.63999938964844
2020-10-13,79.36000061035156
2020-10-14,79.0
2020-10-15,78.08000183105469
2020-10-16,77.87999725341797
2020-10-19,74.80000305175781
2020-10-20,71.95999908447266
2020-10-21,66.5199966430664
2020-10-22,71.31999969482422
2020-10-23,68.95999908447266
2020-10-26,65.31999969482422
2020-10-27,63.7599983215332
2020-10-28,64.12000274658203
2020-10-29,66.55999755859375
2020-10-30,63.2400016784668
2020-11-02,65.80000305175781
2020-11-03,66.5199966430664
2020-11-04,66.5999984741211
2020-11-05,65.19999694824219
2020-11-06,64.36000061035156
2020-11-09,73.87999725341797
2020-11-10,75.87999725341797
2020-11-11,78.72000122070312
2020-11-12,78.63999938964844
2020-11-13,80.19999694824219
2020-11-16,83.27999877929688
2020-11-17,82.12000274658203
2020-11-18,80.83999633789062
2020-11-19,82.19999694824219
2020-11-20,82.0
2020-11-23,98.0
2020-11-24,96.08000183105469
2020-11-25,111.95999908447266
2020-11-27,116.0
2020-11-30,102.04000091552734
2020-12-01,104.4800033569336
2020-12-02,104.95999908447266
2020-12-03,103.0
2020-12-04,104.55999755859375
2020-12-07,103.19999694824219
2020-12-08,101.95999908447266
2020-12-09,94.91999816894531
2020-12-10,87.68000030517578
2020-12-11,96.4800033569336
2020-12-14,96.55999755859375
2020-12-15,97.23999786376953
2020-12-16,96.5199966430664
2020-12-17,95.4800033569336
2020-12-18,95.4000015258789
2020-12-21,91.36000061035156
2020-12-22,93.72000122070312
2020-12-23,90.0
2020-12-24,88.08000183105469
2020-12-28,90.31999969482422
2020-12-29,84.55999755859375
2020-12-30,85.31999969482422
2020-12-31,88.19999694824219
2021-01-04,95.91999816894531
2021-01-05,94.91999816894531
2021-01-06,58.880001068115234
2021-01-07,56.31999969482422
2021-01-08,53.599998474121094
2021-01-11,56.279998779296875
2021-01-12,56.279998779296875
2021-01-13,55.08000183105469
2021-01-14,55.36000061035156
2021-01-15,54.959999084472656
2021-01-19,56.2400016784668
2021-01-20,57.0
2021-01-21,56.20000076293945
2021-01-22,56.15999984741211
2021-01-25,55.0
2021-01-26,55.31999969482422
2021-01-27,52.79999923706055
2021-01-28,52.20000076293945
2021-01-29,52.08000183105469
2021-02-01,51.599998474121094
2021-02-02,54.08000183105469
2021-02-03,55.279998779296875
2021-02-04,55.599998474121094
2021-02-05,56.400001525878906
2021-02-08,57.63999938964844
2021-02-09,58.91999816894531
2021-02-10,58.400001525878906
2021-02-11,56.15999984741211
2021-02-12,56.15999984741211
2021-02-16,56.279998779296875
2021-02-17,55.0
2021-02-18,52.08000183105469
2021-02-19,53.79999923706055
2021-02-22,52.79999923706055
2021-02-23,49.31999969482422
2021-02-24,51.599998474121094
2021-02-25,50.0
2021-02-26,50.36000061035156
2021-03-01,55.439998626708984
2021-03-02,53.720001220703125
2021-03-03,52.439998626708984
2021-03-04,49.2400016784668
2021-03-05,39.880001068115234
2021-03-08,38.15999984741211
2021-03-09,39.2400016784668
2021-03-10,39.63999938964844
2021-03-11,40.400001525878906
2021-03-12,41.0
2021-03-15,43.63999938964844
2021-03-16,41.880001068115234
2021-03-17,41.599998474121094
2021-03-18,40.79999923706055
2021-03-19,40.31999969482422
2021-03-22,40.279998779296875
2021-03-23,36.84000015258789
2021-03-24,35.2400016784668
2021-03-25,34.20000076293945
2021-03-26,34.439998626708984
2021-03-29,32.880001068115234
2021-03-30,32.720001220703125
2021-03-31,33.7599983215332
2021-04-01,33.63999938964844
2021-04-05,31.959999084472656
2021-04-06,32.0
2021-04-07,30.799999237060547
2021-04-08,31.239999771118164
2021-04-09,30.68000030517578
2021-04-12,29.15999984741211
2021-04-13,28.600000381469727
2021-04-14,29.68000030517578
2021-04-15,29.520000457763672
2021-04-16,27.68000030517578
2021-04-19,27.799999237060547
2021-04-20,27.1200008392334
2021-04-21,30.0
2021-04-22,30.200000762939453
2021-04-23,30.760000228881836
2021-04-26,31.31999969482422
2021-04-27,31.360000610351562
2021-04-28,31.0
2021-04-29,29.15999984741211
2021-04-30,29.600000381469727
2021-05-03,29.31999969482422
2021-05-04,29.1200008392334
2021-05-05,29.040000915527344
2021-05-06,28.440000534057617
2021-05-07,29.0
2021-05-10,27.799999237060547
2021-05-11,29.84000015258789
2021-05-12,31.360000610351562
2021-05-13,30.8799991607666
2021-05-14,32.20000076293945
2021-05-17,32.20000076293945
2021-05-18,33.63999938964844
2021-05-19,31.520000457763672
2021-05-20,31.920000076293945
2021-05-21,31.280000686645508
2021-05-24,29.84000015258789
2021-05-25,28.760000228881836
2021-05-26,30.0
2021-05-27,30.31999969482422
2021-05-28,29.079999923706055
2021-06-01,30.84000015258789
2021-06-02,32.119998931884766
2021-06-03,32.7599983215332
2021-06-04,32.63999938964844
2021-06-07,33.400001525878906
2021-06-08,36.15999984741211
2021-06-09,35.31999969482422
2021-06-10,35.400001525878906
2021-06-11,34.20000076293945
2021-06-14,34.720001220703125
2021-06-15,33.0
2021-06-16,31.1200008392334
2021-06-17,30.559999465942383
2021-06-18,30.040000915527344
2021-06-21,30.639999389648438
2021-06-22,30.559999465942383
2021-06-23,31.1200008392334
2021-06-24,31.399999618530273
2021-06-25,32.0
2021-06-28,32.720001220703125
2021-06-29,32.47999954223633
2021-06-30,31.600000381469727
2021-07-01,30.68000030517578
2021-07-02,31.31999969482422
2021-07-06,30.360000610351562
2021-07-07,29.440000534057617
2021-07-08,29.799999237060547
2021-07-09,28.799999237060547
2021-07-12,28.360000610351562
2021-07-13,28.360000610351562
2021-07-14,23.600000381469727
2021-07-15,23.200000762939453
2021-07-16,22.239999771118164
2021-07-19,23.200000762939453
2021-07-20,22.600000381469727
2021-07-21,23.040000915527344
2021-07-22,22.440000534057617
2021-07-23,21.520000457763672
2021-07-26,21.920000076293945
2021-07-27,22.040000915527344
2021-07-28,23.15999984741211
2021-07-29,21.8799991607666
2021-07-30,21.559999465942383
2021-08-02,22.079999923706055
2021-08-03,23.760000228881836
2021-08-04,22.31999969482422
2021-08-05,23.520000457763672
2021-08-06,23.15999984741211
2021-08-09,23.600000381469727
2021-08-10,22.84000015258789
2021-08-11,19.280000686645508
2021-08-12,18.479999542236328
2021-08-13,18.079999923706055
2021-08-16,16.799999237060547
2021-08-17,16.959999084472656
2021-08-18,17.760000228881836
2021-08-19,17.040000915527344
2021-08-20,17.399999618530273
2021-08-23,18.360000610351562
2021-08-24,19.1200008392334
2021-08-25,18.68000030517578
2021-08-26,18.920000076293945
2021-08-27,19.239999771118164
2021-08-30,18.600000381469727
2021-08-31,19.15999984741211
2021-09-01,19.040000915527344
2021-09-02,18.920000076293945
2021-09-03,20.1200008392334
2021-09-07,18.200000762939453
2021-09-08,17.079999923706055
2021-09-09,17.68000030517578
2021-09-10,17.600000381469727
2021-09-13,17.0
2021-09-14,16.440000534057617
2021-09-15,17.360000610351562
2021-09-16,17.8799991607666
2021-09-17,17.079999923706055
2021-09-20,16.760000228881836
2021-09-21,16.920000076293945
2021-09-22,16.920000076293945
2021-09-23,17.239999771118164
2021-09-24,16.799999237060547
2021-09-27,16.719999313354492
2021-09-28,16.639999389648438
2021-09-29,16.31999969482422
2021-09-30,16.31999969482422
2021-10-01,16.1200008392334
2021-10-04,15.520000457763672
2021-10-05,15.15999984741211
2021-10-06,15.0
2021-10-07,15.039999961853027
2021-10-08,15.359999656677246
2021-10-11,15.5600004196167
2021-10-12,15.800000190734863
2021-10-13,15.399999618530273
2021-10-14,15.199999809265137
